fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans, fAlpha,fDist,class
45.214,6.4831,2.7199,0.4108,0.25,34.1133,35.0169,12.0494,0.4413,181.4927,h
25.1112,0,2.0986,0.7012,0.3625,-29.2831,-8.9276,0,16.042,188.039,h
33.7801,14.7812,2.4378,0.4526,0.2646,-34.2524,-19.3872,-10.7488,66.755,144.69,h
57.0238,23.9562,3.2678,0.1911,0.0974,14.6428,45.77,7.4105,14.005,178.182,h
28.0432,13.3305,2.7927,0.4083,0.2176,25.9683,23.8016,6.0338,15.4782,247.2282,h
70.0385,8.3089,2.6712,0.5949,0.3507,68.9882,49.5583,-7.185,39.0935,202.874,h
23.8885,13.0496,2.6324,0.5291,0.3209,-12.824,5.5116,-7.6537,77.7958,52.9474,h
124.302,15.3827,2.5185,0.5152,0.2682,-68.2078,-135.333,-2.4825,60.4552,180.951,h
19.616,9.3591,2.5752,0.6197,0.3125,1.2377,-7.9044,-5.2027,19.615,193.498,h
33.2553,12.9241,2.8119,0.3146,0.1673,13.0698,9.245,6.7852,87.0983,170.38,h
80.596,26.4271,2.9326,0.21,0.1097,-63.9964,-77.8729,7.7452,45.2636,60.8011,h
17.3053,9.6993,2.7375,0.6688,0.3733,16.3859,19.729,-10.9276,7.7583,245.5844,h
25.7838,13.3367,2.4624,0.4793,0.281,11.6139,14.928,-9.3009,20.3804,148.372,h
58.855,41.3512,3.0491,0.2437,0.1409,-22.839,-22.107,28.792,8.8702,226.6265,h
16.5794,10.1502,2.3312,0.4755,0.2639,24.6394,11.9279,9.1115,42.4078,263.5234,h
48.8179,11.8139,2.7782,0.5041,0.2638,34.9309,40.7307,-3.6443,18.7259,132.2972,h
69.7676,18.9821,2.7478,0.5255,0.2654,-44.5832,-30.7591,-12.9547,33.0052,303.914,h
75.3789,17.5402,2.4082,0.4414,0.2285,30.4427,74.5714,14.3789,79.8306,218.14,h
16.2414,11.6275,2.4362,0.6044,0.3315,1.9824,-5.9228,5.5241,73.705,95.0327,h
65.8319,61.4044,3.0416,0.3671,0.1967,-41.89,-55.0792,-34.2747,11.356,353.09,h
27.2843,11.8845,2.4824,0.6676,0.4007,18.4265,3.6565,-9.0804,23.9358,42.555,h
61.5879,13.3963,2.9791,0.2434,0.1233,47.3809,32.0415,-7.4284,84.9996,225.928,h
18.6126,11.977,2.3917,0.6183,0.3171,-16.4089,25.9387,-17.2488,12.3708,42.6167,h
67.0759,43.4113,3.1229,0.2479,0.1428,-31.7024,40.2352,17.8383,89.4816,324.121,h
20.2907,12.5585,2.4935,0.5875,0.3804,14.551,15.3643,9.4182,42.537,214.279,h
47.9518,27.8077,2.9854,0.2388,0.1201,52.8676,46.9569,-23.4613,52.7577,94.7359,h
37.7642,15.3805,2.523,0.4157,0.2507,32.8503,17.7065,-7.8263,20.4875,248.0616,h
20.6204,8.7072,2.1851,0.5608,0.3138,-19.7423,24.1898,12.4961,39.6851,205.3396,h
29.9916,11.2395,2.2585,0.487,0.28,9.2499,12.8682,-7.226,4.1274,94.8653,h
27.1305,19.4693,2.7303,0.434,0.2639,1.8717,18.99,13.1505,83.1739,146.7986,h
40.4736,27.348,2.7645,0.3972,0.2107,37.2395,34.0363,17.0206,32.3135,151.649,h
297.1239,111.0237,4.0798,0.0928,0.0429,-291.9184,-269.2064,87.1154,41.3357,232.9571,h
31.6176,14.2639,2.6613,0.4318,0.2345,11.2686,23.2386,-11.3718,54.251,260.434,h
188.4315,40.2437,3.1463,0.1083,0.0562,-136.4353,-142.1801,-16.3953,49.1373,92.9174,h
21.8895,6.5928,2.2589,0.7328,0.4435,22.1056,14.264,6.5956,68.939,67.6746,h
89.243,42.4041,3.2287,0.2032,0.1196,-74.675,47.5786,22.9413,70.0233,287.039,h
69.4358,16.0666,2.4956,0.3471,0.1758,46.1161,71.9623,-10.8771,78.4354,161.377,h
33.6546,11.8162,2.6413,0.5584,0.408,-15.7302,-18.6781,-9.9657,82.1892,202.0755,h
103.7022,24.6138,3.3191,0.2723,0.1733,8.0278,58.9876,6.5624,28.8291,326.0969,h
90.9389,24.6202,2.9779,0.4611,0.2722,-8.8151,-76.5331,-23.1158,10.8246,357.9234,h
20.0302,9.8235,2.5688,0.7206,0.4791,7.9487,16.3175,9.2826,24.3,177.565,h
20.646,9.5423,2.5366,0.6134,0.3881,4.0757,-15.1579,-10.1771,81.0147,104.654,h
25.2942,9.5862,2.4207,0.5272,0.2657,-15.1865,22.3986,5.4272,37.1494,133.2073,h
30.3526,17.3972,2.7415,0.3554,0.2058,-1.368,-8.2302,11.042,55.8841,119.352,h
53.1843,20.4815,2.8521,0.2685,0.1414,50.682,65.4537,15.1972,13.9468,255.0306,h
17.312,11.9007,2.5779,0.587,0.4036,-0.4256,7.126,-6.299,31.2547,268.5326,h
79.3742,46.6705,3.4318,0.1317,0.0672,-66.6572,58.0888,-10.1417,21.9999,278.003,h
46.2918,11.7101,2.7987,0.341,0.2148,31.8133,34.9099,2.5921,59.9159,222.0171,h
85.75,65.4817,3.1005,0.1846,0.0859,-104.9162,-92.9604,-82.4408,4.2471,224.3576,h
27.998,19.7625,2.7238,0.4458,0.3069,37.4322,36.0989,-16.4086,86.5286,147.2552,h
31.5291,8.5731,2.8456,0.4497,0.1899,-15.0502,-1.6939,-11.4253,42.386,247.2096,h
16.3698,14.0799,2.2589,0.6347,0.3333,0.3367,-5.9066,-7.4584,12.2003,52.3334,h
25.2295,10.3237,2.2902,0.5426,0.3037,20.3085,26.8131,-9.9377,12.7764,107.4802,h
35.0178,9.0437,2.7105,0.4615,0.2756,22.596,20.3377,11.4346,51.287,135.614,h
27.4892,17.1467,2.6537,0.3307,0.192,8.8137,19.2408,9.6552,12.0123,98.0992,h
34.1,7.9861,2.5601,0.5073,0.3005,-13.2581,-35.8906,14.0921,31.5138,37.2574,h
189.796,83.5381,3.2374,0.2356,0.1305,-206.38,-162.327,-67.308,59.654,291.213,h
56.7399,12.663,2.8623,0.3915,0.252,-69.4074,-17.4876,-3.1904,7.2318,257.8398,h
35.574,31.565,2.9243,0.1964,0.1006,21.6253,19.035,23.5926,80.6784,267.316,h
47.8994,21.3041,2.8094,0.313,0.1745,25.8231,34.6608,12.5174,19.469,269.0917,h
45.0761,17.3888,2.791,0.3042,0.161,15.3181,29.0213,6.1818,55.8688,190.582,h
62.2061,34.732,3.0828,0.1967,0.1012,-58.3155,37.3336,12.9837,29.492,271.638,h
25.0418,12.4918,2.5676,0.4898,0.2751,-9.9118,-16.346,-10.247,72.807,207.1403,h
50.1122,27.2217,3.2483,0.2049,0.1025,-41.7353,-43.1794,18.9071,85.7234,134.637,h
14.3633,6.543,2.253,0.6006,0.3084,-4.5373,10.3337,-9.1807,29.3263,123.2348,h
51.9101,14.7672,2.8209,0.253,0.1328,63.7027,35.9639,10.7435,19.4429,205.5104,h
33.9387,11.3974,2.6015,0.4205,0.229,43.8658,20.4974,-9.7914,10.996,200.068,h
12.9003,9.3948,2.3795,0.7729,0.5069,14.412,9.0063,-6.9351,6.2747,164.2364,h
20.6496,8.9581,2.3263,0.6415,0.3703,23.41,11.6179,2.3654,42.2038,66.3873,h
87.0717,20.0639,3.1875,0.263,0.1568,-40.5249,58.9505,18.1643,31.418,315.588,h
44.159,22.3136,2.8129,0.2615,0.1346,20.7973,41.6261,17.7627,77.782,225.096,h
255.749,83.1878,4.0608,0.0668,0.038,-224.095,-157.163,-62.1765,76.7151,276.245,h
31.947,9.0242,2.6075,0.5506,0.3025,24.338,19.1218,5.1754,88.2202,140.772,h
16.7566,11.3063,2.3766,0.584,0.355,0,0.1543,6.7419,48.504,117.636,h
140.02,105.344,4.409,0.0457,0.0244,-107.141,-105.334,-112.089,86.3308,66.3019,h
26.954,20.0649,2.573,0.3801,0.231,10.7646,13.444,11.3589,78.6701,109.4749,h
30.7598,25.5559,2.7275,0.3258,0.1901,2.657,13.3135,9.646,30.6998,162.567,h
19.6163,9.8644,2.4487,0.669,0.3826,7.6638,-16.3864,-10.9154,61.1094,144.469,h
68.5031,30.5252,3.1106,0.2264,0.1492,-7.1942,-91.4008,-14.5522,9.0744,181.346,h
133.339,30.299,2.8322,0.4281,0.288,-108.6885,-127.9227,19.5582,16.2807,422.5991,h
240.462,134.084,3.5814,0.1324,0.0762,-179.144,-142.709,-132.416,26.902,138.66,h
22.448,14.5589,2.6417,0.3863,0.2108,18.7096,21.6927,1.1683,20.0817,149.5562,h
212.881,80.0348,3.5707,0.176,0.0888,-177.735,-102.098,78.9216,49.4851,213.556,h
37.1109,21.8104,2.7401,0.2993,0.1797,49.3568,-12.5796,-0.0943,49.9282,97.1186,h
13.0046,10.9848,2.1189,0.7529,0.4525,-14.1025,6.2012,9.7395,70.6543,175.459,h
30.8152,12.0368,2.5792,0.498,0.2754,-11.9691,22.7116,8.1449,41.5882,168.774,h
108.9514,34.5964,3.0721,0.2314,0.131,17.5117,95.4544,-22.2197,42.3299,288.0383,h
12.9989,11.2253,2.1021,0.751,0.3913,14.952,-4.6327,-11.7161,49.7229,63.6558,h
90.0194,18.8496,3.1189,0.2826,0.158,68.2756,51.8986,-12.8095,66.5938,71.1545,h
22.3368,12.6216,2.642,0.5547,0.2953,33.0666,-19.9338,1.0432,67.246,102.1734,h
191.1625,52.9846,3.2554,0.0897,0.0613,364.5869,-159.7142,37.5993,6.8004,116.0953,h
77.2151,38.289,3.302,0.1222,0.0611,28.9301,90.733,10.6149,64.7142,146.629,h
109.9571,70.7703,3.4752,0.1442,0.0568,82.9203,57.1464,34.6424,76.0998,312.2981,h
193.9086,51.2335,2.9993,0.2967,0.155,-268.3637,156.536,28.4412,19.7668,269.7731,h
36.9253,8.6527,2.7601,0.4154,0.2192,-54.4891,-24.2138,5.3283,73.1853,245.8926,h
24.4754,11.5014,2.5139,0.5299,0.268,1.4743,11.1428,-11.6645,71.8009,155.909,h
192.48,96.4264,3.51,0.1273,0.0657,-302.461,-46.8039,-104.89,88.1959,250.91,h
18.1135,16.5305,2.0726,0.7121,0.389,20.1315,-23.9394,-12.9309,81.4983,207.6501,h
18.9405,7.4823,2.3274,0.7435,0.4682,-0.5794,4.8004,3.7395,75.056,208.478,h
38.2154,15.328,2.7774,0.4524,0.2479,16.4993,25.9978,13.6191,79.448,219.851,h
229.285,112.515,3.5194,0.1458,0.0806,-262.013,-134.645,-134.395,1.944,131.3,h
103.38,22.1405,3.2033,0.2104,0.1055,104.437,93.0837,-14.7321,24.717,287.032,h
167.3657,123.4549,3.2448,0.1395,0.0913,-133.7341,94.8311,-96.0545,74.8187,257.4338,h
108.2019,32.6265,3.3518,0.1048,0.0485,77.5363,120.5696,22.7016,6.5099,283.2477,h
65.7255,36.2847,2.6559,0.3339,0.1692,-28.8514,-57.6103,21.9544,77.0245,203.2269,h
49.5634,12.3824,2.9962,0.2954,0.1716,-23.4875,10.2836,0.2113,88.4444,220.766,h
141.223,87.5125,4.6492,0.0365,0.0206,76.7757,-121.458,-57.688,8.992,242.075,h
32.3883,16.8137,2.7745,0.3626,0.179,17.7878,23.9771,-17.4754,7.7602,233.5748,h
194.8482,169.6876,3.5132,0.1343,0.0995,-236.5186,-163.0125,-97.3015,1.1486,197.8866,h
206.199,126.838,3.4925,0.1615,0.0832,-132.594,92.6391,-111.875,35.232,218.962,h
32.9878,8.1677,2.3956,0.5133,0.2637,38.2928,-24.1729,-10.2392,68.9474,120.1013,h
13.0783,11.0769,2.1189,0.7605,0.3992,-14.8489,4.1004,11.7513,58.14,227.589,h
96.9929,31.5506,3.0039,0.1903,0.1046,-108.296,49.7386,-12.1159,39.0835,247.85,h
261.9504,27.9167,2.711,0.3851,0.2418,236.6539,183.4282,-34.1001,27.8128,48.0785,h
111.683,19.3573,2.8299,0.5133,0.3602,-80.4632,-83.6293,19.5224,40.024,328.991,h
42.2489,15.9828,2.4586,0.4376,0.2386,8.4739,21.1596,4.2009,61.6465,126.7507,h
130.051,73.8756,3.0494,0.2526,0.1504,-85.1206,-113.387,53.2133,65.292,203.619,h
32.5101,12.912,2.5821,0.5105,0.2919,8.0503,21.3098,-6.7075,9.475,192.303,h
52.5943,27.5078,2.8322,0.3061,0.1538,-43.8786,-44.2619,12.669,52.085,103.298,h
16.9894,11.0002,2.4564,0.6294,0.3514,-3.4902,8.0823,-7.0516,55.393,91.3761,h
124.972,114.291,3.6046,0.0753,0.0394,171.708,119.48,-85.745,10.2319,79.5271,h
139.728,69.893,3.1422,0.1427,0.0739,-133.98,53.7759,-69.3872,3.031,207.425,h
127.0587,37.0133,3.4581,0.1948,0.1108,-10.8684,-75.8361,-8.1514,3.5732,329.4471,h
21.5333,5.5628,2.6576,0.8362,0.5579,-13.6357,11.9547,-10.1824,3.3983,183.9921,h
33.2574,15.3579,2.7934,0.2944,0.1537,-5.0074,17.3116,-6.9279,52.234,109.506,h
24.3469,13.803,2.6095,0.6194,0.2932,6.2115,6.7582,0.157,33.2851,188.0857,h
184.2529,54.3154,3.7752,0.1331,0.0823,-239.5869,142.6303,-42.6447,65.069,300.5053,h
133.0634,29.4108,2.7891,0.2649,0.1375,-122.0927,73.4109,20.6973,29.3076,265.6031,h
21.3299,8.2421,2.4099,0.7276,0.4222,20.2004,18.8271,-10.9809,71.5,225.617,h
96.7285,26.6214,2.9731,0.1915,0.1048,-38.2776,-111.704,-5.914,13.4054,148.671,h
109.8893,31.9435,2.8997,0.3623,0.2007,81.8798,-100.1337,-27.308,39.7536,379.2065,h
52.8873,21.6376,3.0466,0.3457,0.1903,35.5261,46.9113,-6.1959,88.7428,167.667,h
44.7279,13.34,2.9501,0.304,0.1587,-35.9781,-17.8001,6.4024,43.786,106.592,h
34.1682,13.8686,2.3256,0.3985,0.1972,27.7551,18.8042,11.0227,8.1384,153.9215,h
18.8081,10.8706,2.235,0.6902,0.4476,3.7371,-4.2867,9.0518,14.6227,218.0525,h
163.4418,50.7677,3.0004,0.2449,0.1579,-57.6677,-127.0888,-47.442,33.5233,175.0866,h
164.6813,105.8796,4.3609,0.0866,0.0253,33.2624,90.4276,78.8994,85.1143,150.2983,h
24.0251,14.1002,2.6227,0.4386,0.2586,-3.2899,-17.2089,-4.9169,53.5781,106.394,h
258.5767,154.4648,3.5145,0.0576,0.046,381.2499,-181.1397,-120.4308,58.9818,184.4086,h
24.0263,9.8877,2.7384,0.3735,0.2117,2.2505,-18.5272,-11.0226,54.7703,157.5552,h
40.0797,8.6067,2.5535,0.4307,0.2219,0.8739,-13.954,6.5691,23.1959,235.3807,h
100.769,34.9654,3.3592,0.1679,0.1091,-52.6052,63.912,-25.7638,71.2791,268.667,h
13.4634,0.1748,2.1941,0.7456,0.423,0.6513,8.3107,-1.762,86.163,138.0456,h
101.0367,21.8543,3.028,0.3093,0.1701,-130.643,16.3765,13.3315,18.8689,315.7075,h
33.5344,17.8185,2.5874,0.3295,0.1938,-8.3554,26.712,8.4603,85.7651,140.1944,h
49.8944,16.6318,2.9122,0.224,0.1255,2.9045,-27.0807,-4.106,23.1963,123.305,h
51.4678,33.389,3.1901,0.1473,0.0632,28.5589,-33.5638,-15.2996,61.5665,245.2822,h
84.0407,16.6481,3.0164,0.2396,0.1226,-97.1136,59.2023,-17.7659,24.7881,262.5706,h
24.1417,13.0809,2.7182,0.3339,0.1528,-45.9107,-15.5629,-4.0028,84.9921,122.1317,h
20.9645,12.1573,2.3016,0.5563,0.3234,5.0535,19.1629,-8.7979,0.484,232.4261,h
188.191,65.72,3.4717,0.1934,0.1021,-241.525,-158.837,-67.2893,29.9206,225.437,h
68.1129,28.1608,3.1998,0.3106,0.2289,-79.4137,-46.5571,-15.8925,36.0399,275.663,h
19.9277,7.2519,2.3395,0.7643,0.3959,-3.9818,11.1709,5.0815,70.244,189.333,h
136.6523,43.771,3.339,0.3489,0.184,-140.2324,-144.7238,35.798,8.6226,343.94,h
119.641,39.7995,2.8701,0.6069,0.4525,-70.4334,-114.261,-43.219,36.572,381.678,h
36.3578,14.9757,2.7888,0.2508,0.1519,-54.9447,-11.2012,22.519,55.6793,212.4121,h
145.205,40.2078,3.6729,0.1187,0.0611,-89.6844,69.9035,39.7964,7.932,271.243,h
19.7115,16.8405,2.3715,0.5003,0.2388,23.8913,15.503,-10.0791,58.4341,184.2661,h
81.6368,25.1357,2.4476,0.4251,0.2132,-96.2788,37.9453,7.9119,18.7284,328.058,h
21.3939,14.3599,2.5011,0.4058,0.2648,25.8576,29.6431,-11.1112,13.0433,235.267,h
163.9821,43.4406,3.1114,0.0717,0.0428,141.4739,159.9108,-19.1483,60.3097,181.9187,h
39.8317,10.6187,2.7081,0.3893,0.2042,-6.8082,-9.1263,-2.6842,76.8001,175.7894,h
55.7428,10.4853,3.0882,0.2172,0.1334,18.4928,43.8593,4.4689,57.4427,107.9931,h
100.088,19.8171,2.7202,0.36,0.2467,-121.313,-58.6108,18.1352,1.9948,239.547,h
168.821,56.9345,3.3298,0.117,0.0704,-227.626,88.1297,51.8025,40.991,208.336,h
77.1222,58.09,3.8926,0.0909,0.0485,26.603,66.6336,41.8216,63.601,118.431,h
140.2162,41.3453,3.253,0.1686,0.1083,186.5148,-103.8037,-39.7902,86.0878,290.2365,h
154.5193,79.6213,3.6816,0.1344,0.0838,-78.1494,-164.489,-58.2242,70.249,344.9825,h
139.5034,29.1444,3.1689,0.2029,0.1091,-66.4221,-66.0404,21.2976,35.5444,93.4935,h
102.643,12.6776,2.7712,0.4098,0.2058,-119.478,-54.9847,-7.6049,18.8603,247.811,h
98.1819,72.8596,4.0347,0.0831,0.0433,47.1338,51.8443,-77.2541,43.207,180.939,h
14.1279,9.282,2.5423,0.7216,0.479,4.041,-7.051,-18.6099,14.3537,229.5761,h
42.0944,11.5611,2.7555,0.3582,0.1817,7.9142,14.6892,-5.4932,67.577,89.4111,h
106.494,61.7182,3.3706,0.147,0.076,-83.8944,-53.4208,-85.8212,80.5153,144.584,h
58.482,29.5883,2.8879,0.3192,0.1843,-57.8135,38.1542,6.4472,6.9794,276.1824,h
64.4738,35.6096,3.5658,0.2065,0.1034,-59.329,54.7788,-32.1846,44.389,292.869,h
124.186,44.7572,3.0633,0.1832,0.1076,20.0049,-110.985,27.7474,0.738,241.67,h
96.8986,25.3328,3.4313,0.1566,0.1126,-49.1577,-82.7423,-20.1229,28.1173,168.5184,h
26.2678,8.3206,2.3889,0.645,0.387,-2.6525,0.6246,11.377,51.5742,168.6993,h
25.0466,14.9198,2.4548,0.4632,0.2474,8.0163,11.0654,13.9739,62.8382,219.754,h
30.1951,18.3348,2.4404,0.4886,0.2508,10.6059,38.5225,-10.0649,74.6715,95.681,h
34.5624,4.4228,2.6043,0.527,0.2859,-7.5864,15.0831,-12.8197,46.372,235.2632,h
14.8256,9.8085,2.4788,0.5682,0.291,-13.1573,-4.4593,7.7445,83.6406,148.3716,h
21.3122,5.9538,2.2393,0.7896,0.5677,17.1712,18.7293,6.3354,47.817,195.136,h
124.742,48.1381,3.4739,0.2606,0.1372,-84.4417,-110.132,-36.8957,7.538,394.841,h
18.6222,10.4887,2.2868,0.6878,0.3868,-9.2645,-15.4947,-5.5256,18.3697,102.8301,h
132.5455,45.6467,3.7384,0.089,0.0646,3.5937,-116.8661,17.769,31.3774,349.2639,h
49.9404,34.5562,3.0978,0.2328,0.1445,16.8769,50.7718,23.8988,33.2229,231.8664,h
38.3941,11.1133,2.9312,0.3639,0.2061,6.5716,31.6293,-6.0344,19.2056,202.6838,h
104.4142,79.3806,4.1743,0.0683,0.0349,-14.4292,44.7589,-31.5091,25.7709,320.1963,h
130.8848,37.5515,3.2069,0.3457,0.2028,-108.1862,-100.2094,-14.6562,12.094,262.5923,h
137.7972,52.4945,3.623,0.0574,0.0435,-56.9186,-121.8202,-31.5934,51.3917,35.6143,h
120.543,52.7537,3.1739,0.2003,0.1089,-73.9918,-95.0681,30.8137,10.041,247.349,h
28.0121,11.474,2.5623,0.4986,0.3192,30.3937,23.3457,11.6954,44.761,192.433,h
18.6761,16.1222,2.4772,0.5361,0.2718,-3.3256,7.2379,-12.5515,69.5612,194.6364,h
22.697,10.2077,2.263,0.6782,0.4927,25.6453,16.678,5.1287,60.4354,136.6942,h
36.709,8.9501,2.7709,0.4924,0.2483,-19.0521,24.3041,-17.0833,52.3632,252.0723,h
97.4727,64.6539,3.7562,0.1364,0.0816,-48.2796,-68.2785,21.1656,55.2934,315.446,h
96.178,23.6791,3.3994,0.1246,0.1003,-38.5864,46.284,20.5346,55.9672,166.3917,h
38.8137,13.6915,2.7819,0.3567,0.1832,16.5395,23.1874,-1.9985,52.9751,214.3881,h
103.986,88.3068,3.7911,0.0891,0.0446,-20.9427,73.417,32.6773,55.2066,52.3304,h
213.6676,42.1084,3.6067,0.1128,0.0838,-202.6464,-128.9566,39.676,15.1733,158.9085,h
56.9254,13.3598,2.7709,0.6559,0.472,-55.9809,-30.9375,12.5368,24.217,309.425,h
141.4314,88.6019,3.2561,0.2757,0.1317,-42.7243,-113.3573,51.547,18.5579,352.3139,h
20.0075,10.1463,2.472,0.5923,0.2962,16.6398,-15.3466,-4.9169,34.2505,131.2396,h
41.65,19.5857,2.9126,0.2118,0.0979,58.0851,13.7179,8.494,68.2236,196.72,h
93.7639,48.9676,3.7326,0.2098,0.1156,-33.0863,-92.6311,-33.194,2.8296,329.8009,h
110.122,66.2243,3.8618,0.0811,0.0424,16.2709,92.0877,60.4234,74.6908,264.949,h
14.7912,11.7955,2.3075,0.6749,0.4557,1.3533,4.7675,-9.0611,62.25,62.5245,h
303.5676,38.31,3.5777,0.1476,0.0812,-449.9526,200.3148,-19.2293,71.5012,86.0291,h
68.7063,22.8206,2.8011,0.2339,0.1222,-7.5292,38.738,-17.0941,11.0473,227.6148,h
55.9614,15.7893,2.7447,0.3895,0.2109,31.2455,35.1794,16.8186,17.8245,247.9746,h
64.9935,16.6946,3.0631,0.2525,0.1405,38.8398,56.6156,5.5956,25.5893,253.878,h
56.0281,22.2748,2.9511,0.3953,0.2603,-60.4913,39.2806,21.3308,5.482,263.9465,h
50.7195,12.1569,2.6498,0.4166,0.2318,30.2989,45.4964,-11.1641,14.33,235.664,h
65.9726,40.4145,3.4188,0.2489,0.1368,5.9293,-72.1374,29.005,18.0434,376.4744,h
36.0356,12.2104,2.7611,0.546,0.3526,25.3897,34.7527,2.637,21.1556,194.0315,h
27.8319,9.9979,2.5198,0.548,0.34,33.0252,25.6028,8.7252,33.7903,205.8957,h
35.1073,11.3716,2.6981,0.5892,0.3737,-24.5671,-21.4364,12.775,73.454,174.65,h
97.8682,42.3994,3.0145,0.2747,0.1465,13.9741,68.6183,-25.7517,18.895,342.372,h
19.4632,10.5655,2.4048,0.6181,0.372,7.1088,-16.5797,9.3113,64.519,166.183,h
82.9434,45.3121,3.2368,0.1895,0.0957,-64.0517,-47.2232,-25.4599,37.4156,283.4576,h
19.1139,17.1325,2.4322,0.5545,0.3826,18.6391,14.4108,-12.4458,55.44,205.694,h
24.6688,20.0879,2.5459,0.4211,0.229,4.5054,22.3275,-10.9475,2.713,235.57,h
23.85,12.2419,2.6385,0.5264,0.2977,24.7878,21.224,7.5905,4.201,206.834,h
45.847,9.1216,2.8423,0.3476,0.1796,29.9019,39.9529,-6.9229,11.7782,222.0268,h
119.781,64.5416,3.6206,0.081,0.0423,-84.6566,-56.4028,21.8644,22.611,256.504,h
110.206,70.9532,4.1483,0.1001,0.0551,-130.857,-47.7365,47.8844,35.959,377.899,h
15.7089,11.1832,2.3201,0.6651,0.4522,2.0375,3.6839,8.946,13.143,107.129,h
114.3182,20.9467,2.8904,0.3095,0.1836,-61.2215,-107.9771,-20.7941,67.5585,113.1306,h
225.453,56.7446,3.4401,0.1375,0.0771,-201.3496,-94.144,53.4716,88.0696,256.8955,h
54.2122,14.3806,2.8388,0.3594,0.2239,-49.5198,-37.021,6.2357,28.641,110.78,h
94.6136,17.7329,3.1317,0.202,0.1154,61.8411,64.8482,-11.1942,60.8088,209.6546,h
61.3151,43.1685,3.3569,0.1507,0.0991,3.1627,37.0264,14.9764,9.6748,261.8352,h
17.581,10.1773,2.3766,0.6471,0.4139,-0.2667,3.3367,-7.6435,65.4434,61.3823,h
89.0276,46.1493,3.253,0.1916,0.1181,-45.5743,-28.4344,-32.3209,25.1541,301.058,h
265.5827,76.4762,3.1605,0.2898,0.1615,473.0654,-284.7038,40.4617,77.5514,175.0569,h
56.6984,11.2842,2.8735,0.3346,0.1884,-18.5883,29.1725,-5.3136,24.6332,120.1266,h
129.47,36.8156,3.5161,0.1834,0.1031,-29.2898,-139.221,-23.0152,38.056,218.964,h
108.9367,93.8639,3.368,0.182,0.0927,-95.8945,-74.6253,-82.0537,75.6106,302.8496,h
83.2152,30.5765,2.9706,0.2204,0.1161,-95.0571,56.09,25.1687,29.039,283.383,h
28.9269,6.6407,2.5276,0.6944,0.3487,2.5945,21.9502,4.3081,2.1748,190.054,h
37.2093,12.1956,2.6144,0.3937,0.2005,-18.2252,-31.609,10.4884,46.1597,202.297,h
38.2605,7.4784,2.6243,0.5059,0.2815,33.4861,27.9219,-4.403,51.6052,204.983,h
29.311,18.4542,2.6959,0.3847,0.2044,-6.3719,17.7712,10.447,66.943,249.412,h
48.6552,10.9235,2.6177,0.4195,0.2402,2.7539,5.1389,3.0774,32.0377,157.8148,h
77.8119,21.4921,2.676,0.2972,0.1566,14.0004,56.1701,-9.6653,69.6702,197.0562,h
70.5182,26.5995,2.9861,0.2034,0.1089,-95.8823,43.7858,-21.4002,43.593,259.545,h
44.1108,9.3378,2.8701,0.3439,0.1773,31.4158,27.1127,-7.2437,70.2967,215.239,h
41.8052,39.6102,2.7351,0.2754,0.1289,-49.1386,-24.6032,21.414,9.5109,272.2625,h
26.0598,13.9969,2.6786,0.3633,0.1829,12.1035,11.5439,-16.9919,40.5527,244.1277,h
91.3972,24.6923,3.0794,0.3836,0.2533,-89.6152,-81.031,13.0566,35.876,289.0848,h
106.928,28.3591,2.9602,0.2367,0.12,134.593,82.4446,19.9628,15.5374,300.546,h
123.2463,41.2888,3.4288,0.2255,0.1323,-80.5447,52.5229,21.8527,5.3595,343.0366,h
31.6675,5.7114,2.3192,0.7744,0.5102,16.3071,25.3384,-3.8923,5.2978,149.2918,h
19.9465,11.8242,2.6196,0.569,0.3589,18.3571,15.2025,8.1761,7.385,184.064,h
130.6114,97.7365,3.4709,0.1347,0.06,3.1408,-56.7994,88.2226,59.3291,171.964,h
45.4425,26.1756,2.8058,0.2142,0.1134,-19.4685,28.2442,-17.4982,42.1325,140.456,h
24.6827,7.1835,2.4713,0.723,0.4341,16.0537,19.1735,-8.0257,79.778,224.341,h
195.667,63.7584,3.0978,0.3313,0.2375,-137.388,-172.467,-56.3005,30.6207,195.1,h
21.138,12.1025,2.6004,0.5521,0.3375,16.3835,16.7364,-4.3067,10.21,97.0489,h
45.5931,19.0426,3.2043,0.2214,0.1529,10.5501,24.091,6.5958,14.1587,114.6499,h
74.2173,30.7469,3.2718,0.2211,0.1054,1.5308,-58.824,-25.945,60.9658,192.8054,h
28.1352,7.2349,2.5915,0.7374,0.4156,19.8117,12.7035,6.3876,16.7591,139.6012,h
28.2856,11.5951,2.6042,0.4577,0.245,-6.1261,-12.8769,-7.5274,28.6463,224.704,h
37.2785,24.7948,2.8214,0.334,0.1643,-51.5074,-21.2197,8.736,16.0577,268.5359,h
65.5538,27.4586,3.0265,0.2098,0.1181,-38.5829,-48.3863,19.8231,24.2006,75.4398,h
21.2491,7.3014,2.5881,0.7113,0.4235,13.8611,13.8632,9.5248,45.7701,220.6692,h
57.8035,11.2132,2.4235,0.4517,0.2333,-56.9836,33.2482,-12.087,66.5489,253.2812,h
58.1262,12.2834,3.0451,0.2346,0.1568,38.5659,30.8514,9.8821,44.9114,124.2684,h
